	pred	label	score
1918	0	NEGATIVE	0.9882052
1919	1	POSITIVE	0.9640728
1920	1	POSITIVE	0.9763626
1921	0	NEGATIVE	0.970609
1922	1	POSITIVE	0.9887301
1923	1	POSITIVE	0.98951536
1924	1	POSITIVE	0.6086924
1925	1	POSITIVE	0.95987475
1926	1	POSITIVE	0.96870655
1927	0	NEGATIVE	0.9974124
1928	1	POSITIVE	0.95103645
1929	0	NEGATIVE	0.56840855
1930	0	NEGATIVE	0.93785876
1931	1	POSITIVE	0.9625269
1932	0	NEGATIVE	0.9959599
1933	0	NEGATIVE	0.8704294
1934	0	NEGATIVE	0.9918997
1935	0	NEGATIVE	0.99918324
1936	0	NEGATIVE	0.71571946
1937	1	POSITIVE	0.9561141
1938	1	POSITIVE	0.9501778
1939	0	NEGATIVE	0.9516281
1940	0	NEGATIVE	0.9656387
1941	0	NEGATIVE	0.99730754
1942	1	POSITIVE	0.9976393
1943	1	POSITIVE	0.93726766
1944	0	NEGATIVE	0.9977677
1945	0	NEGATIVE	0.95858634
1946	1	POSITIVE	0.997678
1947	1	POSITIVE	0.980776
1948	1	POSITIVE	0.990951
1949	0	NEGATIVE	0.9968515
1950	1	POSITIVE	0.9940822
1951	1	POSITIVE	0.99258226
1952	0	NEGATIVE	0.99555993
1953	1	POSITIVE	0.9128656
1954	0	NEGATIVE	0.99318826
1955	1	POSITIVE	0.92659616
1956	0	NEGATIVE	0.9898476
1957	0	NEGATIVE	0.989351
1958	0	NEGATIVE	0.9930159
1959	1	POSITIVE	0.98144245
1960	0	NEGATIVE	0.7226758
1961	0	NEGATIVE	0.9976998
1962	1	POSITIVE	0.9903449
1963	0	NEGATIVE	0.9674178
1964	0	NEGATIVE	0.9846097
1965	1	POSITIVE	0.9809944
1966	1	POSITIVE	0.9489998
1967	0	NEGATIVE	0.9975815
1968	1	POSITIVE	0.98041886
1969	1	POSITIVE	0.9476431
1970	1	POSITIVE	0.95103645
1971	1	POSITIVE	0.9790064
1972	1	POSITIVE	0.9818526
1973	0	NEGATIVE	0.9978717
1974	0	NEGATIVE	0.98601884
1975	0	NEGATIVE	0.9936927
1976	1	POSITIVE	0.9874628
1977	0	NEGATIVE	0.8989573
1978	0	NEGATIVE	0.8413011
1979	1	POSITIVE	0.9763695
1980	1	POSITIVE	0.9940695
1981	0	NEGATIVE	0.91806096
1982	1	POSITIVE	0.98385996
1983	1	POSITIVE	0.86283845
1984	0	NEGATIVE	0.98331064
1985	0	NEGATIVE	0.98200303
1986	1	POSITIVE	0.9976581
1987	1	POSITIVE	0.96095693
1988	1	POSITIVE	0.96526027
1989	1	POSITIVE	0.97742474
1990	0	NEGATIVE	0.99904263
1991	1	POSITIVE	0.9922405
1992	1	POSITIVE	0.9969656
1993	1	POSITIVE	0.97698617
1994	1	POSITIVE	0.9829636
1995	1	POSITIVE	0.9883372
1996	0	NEGATIVE	0.9962484
1997	0	NEGATIVE	0.9950966
1998	1	POSITIVE	0.9465638
1999	0	NEGATIVE	0.99595493
2000	0	NEGATIVE	0.99708945
2001	1	POSITIVE	0.9828377
2002	1	POSITIVE	0.98461944
2003	1	POSITIVE	0.97662973
2004	1	POSITIVE	0.9939589
2005	1	POSITIVE	0.9842689
2006	0	NEGATIVE	0.9976257
2007	1	POSITIVE	0.9835793
2008	0	NEGATIVE	0.99413747
2009	0	NEGATIVE	0.996116
2010	0	NEGATIVE	0.98512125
2011	0	NEGATIVE	0.99731886
2012	0	NEGATIVE	0.99829614
2013	0	NEGATIVE	0.9906845
2014	0	NEGATIVE	0.99686897
2015	1	POSITIVE	0.9841691
2016	1	POSITIVE	0.97498393
2017	0	NEGATIVE	0.9975825
2018	0	NEGATIVE	0.94368273
2019	0	NEGATIVE	0.9957276
2020	1	POSITIVE	0.9844561
2021	0	NEGATIVE	0.99836254
2022	0	NEGATIVE	0.9978126
2023	1	POSITIVE	0.9684002
2024	0	NEGATIVE	0.5282781
2025	0	NEGATIVE	0.9694948
2026	0	NEGATIVE	0.99405164
2027	1	POSITIVE	0.99005014
2028	0	NEGATIVE	0.9573911
2029	0	NEGATIVE	0.99948
2030	1	POSITIVE	0.97295475
2031	1	POSITIVE	0.99700886
2032	0	NEGATIVE	0.887784
2033	0	NEGATIVE	0.98276746
2034	1	POSITIVE	0.97464675
2035	0	NEGATIVE	0.9932145
2036	0	NEGATIVE	0.979417
2037	0	NEGATIVE	0.9964804
2038	0	NEGATIVE	0.99224347
2039	1	POSITIVE	0.96315175
2040	1	POSITIVE	0.9935292
2041	0	NEGATIVE	0.9890766
2042	1	POSITIVE	0.9942226
2043	0	NEGATIVE	0.99616045
2044	0	NEGATIVE	0.9953933
2045	0	NEGATIVE	0.96615076
2046	0	NEGATIVE	0.9950744
2047	1	POSITIVE	0.95725816
2048	1	POSITIVE	0.963962
2049	0	NEGATIVE	0.9634973
2050	1	POSITIVE	0.9862921
2051	1	POSITIVE	0.9900041
2052	0	NEGATIVE	0.99698347
2053	0	NEGATIVE	0.97320527
2054	0	NEGATIVE	0.9971637
2055	1	POSITIVE	0.9387313
2056	0	NEGATIVE	0.97348845
2057	0	NEGATIVE	0.99707085
2058	1	POSITIVE	0.98307776
2059	0	NEGATIVE	0.91886735
2060	0	NEGATIVE	0.9926482
2061	1	POSITIVE	0.9966353
2062	1	POSITIVE	0.7564162
2063	1	POSITIVE	0.99210733
2064	1	POSITIVE	0.98936
2065	1	POSITIVE	0.97614485
2066	1	POSITIVE	0.976836
2067	0	NEGATIVE	0.98465955
2068	0	NEGATIVE	0.73615444
2069	1	POSITIVE	0.9976874
2070	0	NEGATIVE	0.9974854
2071	1	POSITIVE	0.99701464
2072	0	NEGATIVE	0.99684614
2073	1	POSITIVE	0.95960104
2074	1	POSITIVE	0.96151775
2075	1	POSITIVE	0.9315961
2076	0	NEGATIVE	0.97194123
2077	0	NEGATIVE	0.98566157
2078	0	NEGATIVE	0.9992572
2079	1	POSITIVE	0.98742265
2080	0	NEGATIVE	0.9977543
2081	0	NEGATIVE	0.9984164
2082	1	POSITIVE	0.9674687
2083	1	POSITIVE	0.97515374
2084	0	NEGATIVE	0.9947304
2085	0	NEGATIVE	0.9449671
2086	0	NEGATIVE	0.9817295
2087	0	NEGATIVE	0.80765074
2088	1	POSITIVE	0.9887625
2089	0	NEGATIVE	0.99842954
2090	0	NEGATIVE	0.9694549
2091	1	POSITIVE	0.99754727
2092	1	POSITIVE	0.9820125
2093	1	POSITIVE	0.9837182
2094	0	NEGATIVE	0.98997396
2095	1	POSITIVE	0.92641354
2096	0	NEGATIVE	0.99758005
2097	0	NEGATIVE	0.9910783
2098	1	POSITIVE	0.9847761
2099	1	POSITIVE	0.5426951
2100	1	POSITIVE	0.980246
2101	0	NEGATIVE	0.9926136
2102	0	NEGATIVE	0.9863907
2103	1	POSITIVE	0.993622
2104	1	POSITIVE	0.92557365
2105	0	NEGATIVE	0.9709824
2106	0	NEGATIVE	0.9969506
2107	0	NEGATIVE	0.98048955
2108	0	NEGATIVE	0.9979455
2109	1	POSITIVE	0.9588166
2110	0	NEGATIVE	0.94890153
2111	1	POSITIVE	0.98825103
2112	1	POSITIVE	0.9867395
2113	1	POSITIVE	0.9866222
2114	0	NEGATIVE	0.7861329
2115	0	NEGATIVE	0.9927791
2116	1	POSITIVE	0.96802145
2117	0	NEGATIVE	0.95520204
2118	0	NEGATIVE	0.9918404
2119	1	POSITIVE	0.98113483
2120	0	NEGATIVE	0.985463
2121	1	POSITIVE	0.97764707
2122	0	NEGATIVE	0.9830388
2123	1	POSITIVE	0.96771634
2124	0	NEGATIVE	0.9846545
2125	0	NEGATIVE	0.99888396
2126	1	POSITIVE	0.95007133
2127	1	POSITIVE	0.9749982
2128	1	POSITIVE	0.95556104
2129	0	NEGATIVE	0.9923154
2130	1	POSITIVE	0.9621664
2131	1	POSITIVE	0.9856001
2132	1	POSITIVE	0.9797378
2133	0	NEGATIVE	0.99380153
2134	0	NEGATIVE	0.99823713
2135	1	POSITIVE	0.9482148
2136	0	NEGATIVE	0.98862934
2137	1	POSITIVE	0.9848031
2138	1	POSITIVE	0.97148037
2139	0	NEGATIVE	0.9798732
2140	1	POSITIVE	0.9855082
2141	0	NEGATIVE	0.83487344
2142	1	POSITIVE	0.9266815
2143	1	POSITIVE	0.52279747
2144	1	POSITIVE	0.99314076
2145	1	POSITIVE	0.9827241
2146	0	NEGATIVE	0.99255526
2147	0	NEGATIVE	0.99714696
2148	0	NEGATIVE	0.9916947
2149	1	POSITIVE	0.96187955
2150	1	POSITIVE	0.9893191
2151	0	NEGATIVE	0.9096726
2152	0	NEGATIVE	0.9949061
2153	0	NEGATIVE	0.9845632
2154	0	NEGATIVE	0.99789816
2155	0	NEGATIVE	0.9982911
2156	0	NEGATIVE	0.9955661
2157	0	NEGATIVE	0.99802953
2158	1	POSITIVE	0.9735787
2159	1	POSITIVE	0.9846091
2160	1	POSITIVE	0.9855638
2161	0	NEGATIVE	0.9740835
2162	1	POSITIVE	0.9603203
2163	1	POSITIVE	0.9915731
2164	0	NEGATIVE	0.921903
2165	0	NEGATIVE	0.9671451
2166	1	POSITIVE	0.9908569
2167	0	NEGATIVE	0.99368054
2168	0	NEGATIVE	0.992038
2169	0	NEGATIVE	0.99776506
2170	1	POSITIVE	0.98683494
2171	0	NEGATIVE	0.91755134
2172	0	NEGATIVE	0.9946639
2173	1	POSITIVE	0.9969779
2174	1	POSITIVE	0.9878668
2175	0	NEGATIVE	0.99506336
2176	1	POSITIVE	0.99772006
2177	0	NEGATIVE	0.99252874
2178	1	POSITIVE	0.9911819
2179	0	NEGATIVE	0.99378484
2180	1	POSITIVE	0.98219377
2181	1	POSITIVE	0.9865041
2182	0	NEGATIVE	0.9966138
2183	1	POSITIVE	0.97148037
2184	1	POSITIVE	0.99745756
2185	0	NEGATIVE	0.99602985
2186	0	NEGATIVE	0.9901909
2187	1	POSITIVE	0.9781034
2188	0	NEGATIVE	0.99314165
2189	0	NEGATIVE	0.9833153
2190	1	POSITIVE	0.9410619
2191	0	NEGATIVE	0.88843125
2192	0	NEGATIVE	0.99176323
2193	0	NEGATIVE	0.9971045
2194	0	NEGATIVE	0.9861558
2195	0	NEGATIVE	0.8878615
2196	0	NEGATIVE	0.9961633
2197	0	NEGATIVE	0.9962428
2198	0	NEGATIVE	0.99473286
2199	0	NEGATIVE	0.9662487
2200	0	NEGATIVE	0.9840853
2201	0	NEGATIVE	0.9666852
2202	1	POSITIVE	0.97837466
2203	1	POSITIVE	0.98418593
2204	0	NEGATIVE	0.9966663
2205	0	NEGATIVE	0.6512139
2206	1	POSITIVE	0.9811663
2207	1	POSITIVE	0.9836844
2208	0	NEGATIVE	0.99157125
2209	1	POSITIVE	0.98241884
2210	0	NEGATIVE	0.98856586
2211	0	NEGATIVE	0.99692595
2212	0	NEGATIVE	0.9954344
2213	1	POSITIVE	0.9977052
2214	0	NEGATIVE	0.9372511
2215	1	POSITIVE	0.98191875
2216	1	POSITIVE	0.9879729
2217	0	NEGATIVE	0.99820143
2218	0	NEGATIVE	0.9993612
2219	1	POSITIVE	0.9095908
2220	0	NEGATIVE	0.8453153
2221	1	POSITIVE	0.99299073
2222	1	POSITIVE	0.9840242
2223	0	NEGATIVE	0.9964201
2224	1	POSITIVE	0.99703515
2225	0	NEGATIVE	0.9984393
2226	0	NEGATIVE	0.97448885
2227	1	POSITIVE	0.98112386
2228	0	NEGATIVE	0.99658287
2229	1	POSITIVE	0.98160666
2230	0	NEGATIVE	0.99823695
2231	0	NEGATIVE	0.9972482
2232	0	NEGATIVE	0.99723536
2233	1	POSITIVE	0.7247706
2234	0	NEGATIVE	0.99781597
2235	1	POSITIVE	0.9888888
2236	1	POSITIVE	0.96506244
2237	0	NEGATIVE	0.99607384
2238	0	NEGATIVE	0.9983037
2239	0	NEGATIVE	0.99049276
2240	0	NEGATIVE	0.98846185
2241	0	NEGATIVE	0.9928729
2242	1	POSITIVE	0.9874092
2243	0	NEGATIVE	0.9987808
2244	1	POSITIVE	0.8917077
2245	1	POSITIVE	0.8917077
2246	0	NEGATIVE	0.9808294
2247	0	NEGATIVE	0.9992414
2248	0	NEGATIVE	0.95917237
2249	1	POSITIVE	0.9861761
2250	0	NEGATIVE	0.9966658
2251	0	NEGATIVE	0.99617463
2252	0	NEGATIVE	0.99725765
2253	0	NEGATIVE	0.9698301
2254	1	POSITIVE	0.9836587
2255	1	POSITIVE	0.9683356
2256	1	POSITIVE	0.98098046
2257	0	NEGATIVE	0.99877733
2258	0	NEGATIVE	0.9595601
2259	0	NEGATIVE	0.9974753
2260	1	POSITIVE	0.98369366
2261	0	NEGATIVE	0.7044764
2262	0	NEGATIVE	0.9624441
2263	0	NEGATIVE	0.99848413
2264	0	NEGATIVE	0.9930664
2265	1	POSITIVE	0.9954393
2266	1	POSITIVE	0.9813347
2267	0	NEGATIVE	0.9460027
2268	1	POSITIVE	0.98676014
2269	0	NEGATIVE	0.99800074
2270	1	POSITIVE	0.98669857
2271	0	NEGATIVE	0.9937133
2272	1	POSITIVE	0.88978297
2273	0	NEGATIVE	0.99798644
2274	1	POSITIVE	0.9912735
2275	1	POSITIVE	0.9833224
2276	0	NEGATIVE	0.8903983
2277	1	POSITIVE	0.9797458
2278	1	POSITIVE	0.99709594
2279	1	POSITIVE	0.97056127
2280	1	POSITIVE	0.9388112
2281	0	NEGATIVE	0.9857824
2282	1	POSITIVE	0.9886228
2283	1	POSITIVE	0.9836657
2284	0	NEGATIVE	0.96353894
2285	1	POSITIVE	0.99322194
2286	1	POSITIVE	0.9904338
2287	1	POSITIVE	0.97595793
2288	1	POSITIVE	0.9803843
2289	0	NEGATIVE	0.99712604
2290	0	NEGATIVE	0.9957537
2291	0	NEGATIVE	0.98952097
2292	1	POSITIVE	0.97899324
2293	0	NEGATIVE	0.99772537
2294	0	NEGATIVE	0.99060446
2295	1	POSITIVE	0.9910472
2296	0	NEGATIVE	0.9921481
2297	1	POSITIVE	0.97810954
2298	1	POSITIVE	0.9884076
2299	1	POSITIVE	0.99059325
2300	1	POSITIVE	0.99632734
2301	0	NEGATIVE	0.9871167
2302	1	POSITIVE	0.9792755
2303	1	POSITIVE	0.98416305
2304	0	NEGATIVE	0.99700177
2305	1	POSITIVE	0.9814336
2306	1	POSITIVE	0.9790004
2307	1	POSITIVE	0.9892064
2308	1	POSITIVE	0.9926374
2309	0	NEGATIVE	0.9940654
2310	1	POSITIVE	0.95694757
2311	1	POSITIVE	0.96854156
2312	0	NEGATIVE	0.9983831
2313	1	POSITIVE	0.97201186
2314	0	NEGATIVE	0.99825686
2315	1	POSITIVE	0.9969632
2316	0	NEGATIVE	0.99590665
2317	1	POSITIVE	0.98663014
2318	1	POSITIVE	0.99070007
2319	0	NEGATIVE	0.99107337
2320	1	POSITIVE	0.9952537
2321	0	NEGATIVE	0.983905
2322	1	POSITIVE	0.9838776
2323	1	POSITIVE	0.9838152
2324	1	POSITIVE	0.9940644
2325	0	NEGATIVE	0.99538726
2326	1	POSITIVE	0.98206586
2327	0	NEGATIVE	0.9732801
2328	0	NEGATIVE	0.9871519
2329	0	NEGATIVE	0.71432763
2330	1	POSITIVE	0.88906646
2331	1	POSITIVE	0.9809896
2332	0	NEGATIVE	0.9874647
2333	1	POSITIVE	0.9734431
2334	1	POSITIVE	0.97771156
2335	1	POSITIVE	0.9820923
2336	0	NEGATIVE	0.9721756
2337	1	POSITIVE	0.98737365
2338	1	POSITIVE	0.9082977
2339	0	NEGATIVE	0.99207455
2340	0	NEGATIVE	0.9913073
2341	0	NEGATIVE	0.9501577
2342	1	POSITIVE	0.99771446
2343	0	NEGATIVE	0.9977077
2344	1	POSITIVE	0.99195266
2345	1	POSITIVE	0.9626852
2346	0	NEGATIVE	0.9979261
2347	1	POSITIVE	0.9894596
2348	0	NEGATIVE	0.87360686
2349	1	POSITIVE	0.9888992
2350	0	NEGATIVE	0.96091175
2351	0	NEGATIVE	0.99529684
2352	0	NEGATIVE	0.9987179
2353	0	NEGATIVE	0.99757624
2354	1	POSITIVE	0.98140186
2355	1	POSITIVE	0.98140186
2356	0	NEGATIVE	0.99221724
2357	0	NEGATIVE	0.96084046
2358	1	POSITIVE	0.6827911
2359	1	POSITIVE	0.98596543
2360	1	POSITIVE	0.9840147
2361	1	POSITIVE	0.9398111
2362	1	POSITIVE	0.9565557
2363	0	NEGATIVE	0.9456669
2364	0	NEGATIVE	0.9977555
2365	0	NEGATIVE	0.9868611
2366	0	NEGATIVE	0.9937758
2367	0	NEGATIVE	0.9852411
2368	1	POSITIVE	0.98043185
2369	0	NEGATIVE	0.97971797
2370	1	POSITIVE	0.9902542
2371	0	NEGATIVE	0.9987604
2372	1	POSITIVE	0.98331183
2373	1	POSITIVE	0.9977271
2374	1	POSITIVE	0.9450655
2375	0	NEGATIVE	0.7765899
2376	0	NEGATIVE	0.99804705
2377	1	POSITIVE	0.98113817
2378	0	NEGATIVE	0.9831324
2379	0	NEGATIVE	0.98321277
2380	0	NEGATIVE	0.9053044
2381	1	POSITIVE	0.98284084
2382	0	NEGATIVE	0.98979026
2383	0	NEGATIVE	0.91315836
2384	1	POSITIVE	0.98666084
2385	0	NEGATIVE	0.99886197
2386	1	POSITIVE	0.98846954
2387	0	NEGATIVE	0.9826688
2388	1	POSITIVE	0.9955508
2389	1	POSITIVE	0.98872703
2390	0	NEGATIVE	0.98908174
2391	1	POSITIVE	0.99594444
2392	0	NEGATIVE	0.9975937
2393	1	POSITIVE	0.997052
2394	1	POSITIVE	0.98336554
2395	1	POSITIVE	0.9850296
2396	1	POSITIVE	0.9531459
2397	1	POSITIVE	0.97794455
2398	1	POSITIVE	0.9875726
2399	1	POSITIVE	0.97933316
2400	0	NEGATIVE	0.99411535
2401	0	NEGATIVE	0.9975672
2402	0	NEGATIVE	0.99892503
2403	1	POSITIVE	0.9858476
2404	1	POSITIVE	0.9942695
2405	0	NEGATIVE	0.99489963
2406	0	NEGATIVE	0.99777704
2407	0	NEGATIVE	0.85585594
2408	1	POSITIVE	0.998368
2409	1	POSITIVE	0.9912158
2410	0	NEGATIVE	0.9982292
2411	1	POSITIVE	0.96064013
2412	0	NEGATIVE	0.9948278
2413	1	POSITIVE	0.97943556
2414	1	POSITIVE	0.9639158
2415	0	NEGATIVE	0.9977733
2416	0	NEGATIVE	0.99761546
2417	0	NEGATIVE	0.9973449
2418	0	NEGATIVE	0.9978159
2419	1	POSITIVE	0.99489915
2420	1	POSITIVE	0.9901726
2421	1	POSITIVE	0.97626305
2422	1	POSITIVE	0.98335546
2423	0	NEGATIVE	0.9957491
2424	1	POSITIVE	0.98174745
2425	1	POSITIVE	0.90638256
2426	0	NEGATIVE	0.99192435
2427	1	POSITIVE	0.98131216
2428	1	POSITIVE	0.99682194
2429	1	POSITIVE	0.96526825
2430	0	NEGATIVE	0.5041981
2431	0	NEGATIVE	0.99787146
2432	1	POSITIVE	0.9883164
2433	1	POSITIVE	0.9736107
2434	0	NEGATIVE	0.9904704
2435	1	POSITIVE	0.9832635
2436	1	POSITIVE	0.99011874
2437	1	POSITIVE	0.9689547
2438	1	POSITIVE	0.98395044
2439	1	POSITIVE	0.97211385
2440	0	NEGATIVE	0.8378759
2441	0	NEGATIVE	0.99456334
2442	0	NEGATIVE	0.9027125
2443	1	POSITIVE	0.98715353
2444	1	POSITIVE	0.9977176
2445	1	POSITIVE	0.7510314
2446	1	POSITIVE	0.98262125
2447	0	NEGATIVE	0.9919921
2448	1	POSITIVE	0.985997
2449	0	NEGATIVE	0.9864086
2450	0	NEGATIVE	0.9925516
2451	1	POSITIVE	0.9797416
2452	1	POSITIVE	0.9833643
2453	0	NEGATIVE	0.9975469
2454	0	NEGATIVE	0.9938851
2455	1	POSITIVE	0.9948591
2456	1	POSITIVE	0.9791861
2457	0	NEGATIVE	0.9962958
2458	1	POSITIVE	0.998458
2459	1	POSITIVE	0.98938376
2460	1	POSITIVE	0.97320706
2461	1	POSITIVE	0.50634646
2462	1	POSITIVE	0.9929191
2463	1	POSITIVE	0.98836654
2464	0	NEGATIVE	0.99681336
2465	0	NEGATIVE	0.9983252
2466	0	NEGATIVE	0.99552995
2467	1	POSITIVE	0.98145926
2468	0	NEGATIVE	0.9977251
2469	0	NEGATIVE	0.9943375
2470	1	POSITIVE	0.9728465
2471	1	POSITIVE	0.9972296
2472	1	POSITIVE	0.98584867
2473	1	POSITIVE	0.9811708
2474	0	NEGATIVE	0.9219823
2475	0	NEGATIVE	0.9984375
2476	1	POSITIVE	0.9968703
2477	0	NEGATIVE	0.957382
2478	1	POSITIVE	0.9976672
2479	0	NEGATIVE	0.9959929
2480	1	POSITIVE	0.6089116
2481	1	POSITIVE	0.98127013
2482	0	NEGATIVE	0.9985678
2483	0	NEGATIVE	0.9781586
2484	1	POSITIVE	0.98167783
2485	0	NEGATIVE	0.9942929
2486	0	NEGATIVE	0.99529576
2487	0	NEGATIVE	0.9871487
2488	0	NEGATIVE	0.78340095
2489	1	POSITIVE	0.98292506
2490	0	NEGATIVE	0.9985247
2491	1	POSITIVE	0.98119
2492	1	POSITIVE	0.99700445
2493	1	POSITIVE	0.98395723
2494	1	POSITIVE	0.9971007
2495	0	NEGATIVE	0.99859464
2496	0	NEGATIVE	0.9784862
2497	0	NEGATIVE	0.9962396
2498	1	POSITIVE	0.9953518
2499	0	NEGATIVE	0.9978701
2500	0	NEGATIVE	0.993704
2501	1	POSITIVE	0.98094285
2502	1	POSITIVE	0.96823436
2503	1	POSITIVE	0.9825101
2504	1	POSITIVE	0.98032016
2505	0	NEGATIVE	0.9960974
2506	0	NEGATIVE	0.99720937
2507	0	NEGATIVE	0.9843391
2508	0	NEGATIVE	0.95693207
2509	1	POSITIVE	0.99217296
2510	1	POSITIVE	0.986469
2511	1	POSITIVE	0.98713595
2512	1	POSITIVE	0.99115705
2513	1	POSITIVE	0.8980711
2514	1	POSITIVE	0.9985426
2515	0	NEGATIVE	0.9983667
2516	0	NEGATIVE	0.9969008
2517	1	POSITIVE	0.9783541
2518	0	NEGATIVE	0.9616077
2519	1	POSITIVE	0.9835678
2520	1	POSITIVE	0.99394
2521	1	POSITIVE	0.989937
2522	1	POSITIVE	0.99226063
2523	1	POSITIVE	0.5125252
2524	1	POSITIVE	0.9936864
2525	1	POSITIVE	0.9930779
2526	0	NEGATIVE	0.9736995
2527	0	NEGATIVE	0.99223244
2528	0	NEGATIVE	0.9863853
2529	1	POSITIVE	0.97426295
2530	0	NEGATIVE	0.99355066
2531	0	NEGATIVE	0.94105077
2532	0	NEGATIVE	0.59013724
2533	1	POSITIVE	0.9920434
2534	0	NEGATIVE	0.9941585
2535	1	POSITIVE	0.9826015
2536	0	NEGATIVE	0.9490821
2537	1	POSITIVE	0.99466735
2538	1	POSITIVE	0.9878998
2539	1	POSITIVE	0.9885446
2540	1	POSITIVE	0.98119277
2541	0	NEGATIVE	0.9979909
2542	1	POSITIVE	0.99667597
2543	0	NEGATIVE	0.9977178
2544	0	NEGATIVE	0.98523045
2545	1	POSITIVE	0.9909464
2546	0	NEGATIVE	0.98389184
2547	0	NEGATIVE	0.9929158
2548	0	NEGATIVE	0.99329877
2549	0	NEGATIVE	0.9983817
2550	0	NEGATIVE	0.99821305
2551	1	POSITIVE	0.97913325
2552	1	POSITIVE	0.98633265
2553	1	POSITIVE	0.99267626
2554	0	NEGATIVE	0.99621016
2555	1	POSITIVE	0.9977205
2556	0	NEGATIVE	0.9951369
2557	1	POSITIVE	0.9681761
2558	0	NEGATIVE	0.98440707
2559	0	NEGATIVE	0.9960655
2560	1	POSITIVE	0.99445975
2561	1	POSITIVE	0.9781844
2562	0	NEGATIVE	0.9944446
2563	0	NEGATIVE	0.99793583
2564	1	POSITIVE	0.53850687
2565	1	POSITIVE	0.97716975
2566	0	NEGATIVE	0.99262923
2567	0	NEGATIVE	0.9975794
2568	1	POSITIVE	0.9853071
2569	0	NEGATIVE	0.9979831
2570	1	POSITIVE	0.98238534
2571	0	NEGATIVE	0.9434263
2572	0	NEGATIVE	0.99232984
2573	0	NEGATIVE	0.98198986
2574	0	NEGATIVE	0.99797064
2575	1	POSITIVE	0.9738427
2576	0	NEGATIVE	0.99784946
2577	0	NEGATIVE	0.99753
2578	1	POSITIVE	0.9938821
2579	0	NEGATIVE	0.60233706
2580	1	POSITIVE	0.9744888
2581	1	POSITIVE	0.9922435
2582	1	POSITIVE	0.9782404
2583	1	POSITIVE	0.9249795
2584	0	NEGATIVE	0.9969367
2585	0	NEGATIVE	0.9918627
2586	0	NEGATIVE	0.99741614
2587	0	NEGATIVE	0.9808486
2588	1	POSITIVE	0.9945519
2589	0	NEGATIVE	0.88630205
2590	0	NEGATIVE	0.9986755
2591	0	NEGATIVE	0.99697065
2592	0	NEGATIVE	0.99739206
2593	0	NEGATIVE	0.97191674
2594	1	POSITIVE	0.9750828
2595	1	POSITIVE	0.98513806
2596	1	POSITIVE	0.99679404
2597	1	POSITIVE	0.98063534
2598	0	NEGATIVE	0.94669074
2599	0	NEGATIVE	0.9936325
2600	1	POSITIVE	0.993095
2601	1	POSITIVE	0.98079693
2602	1	POSITIVE	0.9870697
2603	1	POSITIVE	0.9811173
2604	0	NEGATIVE	0.8389257
2605	1	POSITIVE	0.9316431
2606	1	POSITIVE	0.99055326
2607	1	POSITIVE	0.9910047
2608	1	POSITIVE	0.9800467
2609	1	POSITIVE	0.99675596
2610	1	POSITIVE	0.97924954
2611	1	POSITIVE	0.99130607
2612	1	POSITIVE	0.997713
2613	0	NEGATIVE	0.79925084
2614	0	NEGATIVE	0.9905607
2615	1	POSITIVE	0.9920935
2616	1	POSITIVE	0.79572624
2617	0	NEGATIVE	0.9876656
2618	0	NEGATIVE	0.99075687
2619	0	NEGATIVE	0.9905191
2620	0	NEGATIVE	0.9377814
2621	0	NEGATIVE	0.9924557
2622	1	POSITIVE	0.9782583
2623	1	POSITIVE	0.9802879
2624	1	POSITIVE	0.9948797
2625	0	NEGATIVE	0.9978305
2626	1	POSITIVE	0.9860418
2627	1	POSITIVE	0.9821608
2628	0	NEGATIVE	0.9887103
2629	0	NEGATIVE	0.9891075
2630	1	POSITIVE	0.9895767
2631	1	POSITIVE	0.99168885
2632	0	NEGATIVE	0.9957736
2633	0	NEGATIVE	0.99432683
2634	0	NEGATIVE	0.98933506
2635	0	NEGATIVE	0.98780835
2636	1	POSITIVE	0.98895603
2637	1	POSITIVE	0.97992426
2638	0	NEGATIVE	0.99721414
2639	1	POSITIVE	0.9986678
2640	1	POSITIVE	0.9781701
2641	1	POSITIVE	0.9881994
2642	0	NEGATIVE	0.966311
2643	0	NEGATIVE	0.9976129
2644	1	POSITIVE	0.98522455
2645	1	POSITIVE	0.9774278
2646	1	POSITIVE	0.98507404
2647	0	NEGATIVE	0.9942035
2648	0	NEGATIVE	0.9816577
2649	1	POSITIVE	0.9249795
2650	1	POSITIVE	0.9858991
2651	0	NEGATIVE	0.99683803
2652	1	POSITIVE	0.5608973
2653	1	POSITIVE	0.989122
2654	1	POSITIVE	0.99614704
2655	1	POSITIVE	0.9968759
2656	1	POSITIVE	0.9760843
2657	1	POSITIVE	0.9916247
2658	1	POSITIVE	0.9821279
2659	0	NEGATIVE	0.9970937
2660	0	NEGATIVE	0.99457
2661	1	POSITIVE	0.9831891
2662	0	NEGATIVE	0.7215521
2663	1	POSITIVE	0.99089783
2664	1	POSITIVE	0.98780733
2665	1	POSITIVE	0.9835824
2666	0	NEGATIVE	0.98735726
2667	1	POSITIVE	0.99589384
2668	0	NEGATIVE	0.9824637
2669	1	POSITIVE	0.97528416
2670	0	NEGATIVE	0.981793
2671	0	NEGATIVE	0.985633
2672	0	NEGATIVE	0.97289914
2673	1	POSITIVE	0.997936
2674	0	NEGATIVE	0.9968219
2675	0	NEGATIVE	0.66817033
